yyyymm,link
198805,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data4/adaptor.mars.internal-1694059514.998661-19898-20-ac26ad06-f74c-4405-9fb0-81191c6310f8.nc
198806,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data0/adaptor.mars.internal-1694059547.660495-7136-14-1fce9d88-afef-45ab-bad1-13bd3c1dfc92.nc
198807,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data9/adaptor.mars.internal-1694059569.9149535-15851-13-5aa8c718-b2f5-4028-8a5c-842c47696706.nc
198808,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data6/adaptor.mars.internal-1694059604.392891-10781-13-fa43e788-2c63-40d5-96eb-85ff8aedf25b.nc
198809,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data1/adaptor.mars.internal-1694059637.3613226-30221-17-0c89564f-5d11-4aa2-8638-6234869c5cbe.nc
198810,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data8/adaptor.mars.internal-1694059670.8147464-1010-11-d6ed031a-0350-4bbc-9c80-c1e558eb2289.nc
198811,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data9/adaptor.mars.internal-1694059693.5438116-12798-9-e960a39e-1552-4755-89a6-5d748366f0cd.nc
198812,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data1/adaptor.mars.internal-1694059726.2653906-2095-15-43f655e8-eaa2-4121-ae8b-1725f3409a15.nc
198901,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data9/adaptor.mars.internal-1694059760.3602314-20025-8-8256b450-f390-421d-82cb-d51201df7d6d.nc
198902,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data7/adaptor.mars.internal-1694059794.0239062-14004-4-df523bcf-5219-4fb0-a97b-4019be14cb3e.nc
198903,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data2/adaptor.mars.internal-1694059815.7133086-11432-8-5db4e362-236c-4d8b-9e6b-240c8b1461c3.nc
198904,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data9/adaptor.mars.internal-1694059849.922863-6721-10-f3fa4740-8ec7-41be-99b2-1731d62b1798.nc
198905,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data9/adaptor.mars.internal-1694059883.7220993-10820-2-21c8030b-2754-4e6f-90e7-9efffc8a37dc.nc
198906,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data9/adaptor.mars.internal-1694059917.6153796-28945-3-aead83ec-38f7-4721-b812-81174c2dd390.nc
198907,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data7/adaptor.mars.internal-1694059940.340639-25677-15-1cebf9b2-d4d9-4c04-9627-8b78e25f9b8a.nc
198908,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data4/adaptor.mars.internal-1694059973.947958-6792-8-12d4dad3-12e9-433e-8c48-0cdbbf25c425.nc
198909,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data7/adaptor.mars.internal-1694060008.079623-23588-4-3ed656da-f373-4b9f-b158-e83484fb243c.nc
198910,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data0/adaptor.mars.internal-1694060041.5383964-20603-14-7f811ee2-9ae6-470d-95fe-b69f20aa860b.nc
198911,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data1/adaptor.mars.internal-1694060075.088348-25524-1-bca78003-d54c-4cd9-8917-df6f69af6597.nc
198912,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data3/adaptor.mars.internal-1694060097.6455657-6601-9-72373428-079d-4624-aec0-a66c2693c19b.nc
199001,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data9/adaptor.mars.internal-1694060131.0659645-27176-8-10d5853a-4d56-4e57-86d0-79465a97f69d.nc
199002,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data4/adaptor.mars.internal-1694060164.3228729-31301-13-f401d267-d821-4779-99ad-997b29285ef8.nc
199003,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data8/adaptor.mars.internal-1694060186.6863844-26249-13-53b4bcb1-97df-4001-b85c-09e8ac951dcc.nc
199004,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data2/adaptor.mars.internal-1694060220.4252715-9200-3-6b094503-fd77-4817-b989-9bb109b7769d.nc
199005,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data4/adaptor.mars.internal-1694060243.3575177-21120-13-be9948c8-8093-4caf-9145-83ca876f5b98.nc
199006,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data6/adaptor.mars.internal-1694060275.925052-6860-12-a9c45b33-c92f-4a9a-b752-26e00b51dcc4.nc
