yyyymm,link
195411,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data1/adaptor.mars.internal-1694550155.9714363-26160-1-8d1cbe4c-89d3-4c4b-819f-8419da774144.nc
195412,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data9/adaptor.mars.internal-1694550178.4313853-11084-8-dd7fb3f8-9af9-4cab-baa8-d9db8a853219.nc
195501,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data1/adaptor.mars.internal-1694550211.6648161-10898-7-316df298-23e2-448e-b5c5-d4d58ab08097.nc
195502,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data1/adaptor.mars.internal-1694550245.648308-18301-11-f56097e6-d2a9-46ae-ae11-d2baa1386283.nc
195503,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data4/adaptor.mars.internal-1694550269.2859442-17265-2-b7de1e3f-0455-4026-b3ee-b274a3d4070c.nc
195504,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data7/adaptor.mars.internal-1694550303.1463368-3102-15-0906848e-2f0b-48de-9c7e-b0ee2139d69d.nc
195505,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data7/adaptor.mars.internal-1694550336.7229037-4231-6-d75b96c8-204a-4667-8383-8e4ef5f584b8.nc
195506,https://download-0010-clone.copernicus-climate.eu/cache-compute-0010/cache/data2/adaptor.mars.internal-1694550368.9014106-11184-15-acf9514f-483c-4b80-b802-410030bd7a7e.nc
195507,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data2/adaptor.mars.internal-1694550391.2764876-13272-8-80dce3da-4720-4014-8e93-2fe6346fd973.nc
195508,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data7/adaptor.mars.internal-1694550425.461931-7157-13-75dae00f-6012-40b3-a8a2-1296ed00787b.nc
195509,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data7/adaptor.mars.internal-1694550458.668979-2527-17-ca80c85a-a2b6-4674-81c6-e60f0827843f.nc
195510,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data3/adaptor.mars.internal-1694550492.8439145-23817-11-35a650bf-f7fa-4498-b8cc-e1ebcb486143.nc
195511,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data0/adaptor.mars.internal-1694550527.2168894-10348-20-28dc1940-6ae3-4e57-82ee-4184f6a281d8.nc
195512,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data3/adaptor.mars.internal-1694550561.0582933-1343-6-a6363c07-575a-4ef9-9801-502f79ea2686.nc
195601,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data4/adaptor.mars.internal-1694550594.4984894-10001-4-02759073-3b46-40ea-8912-da963b61a12d.nc
